accession,raw_file_count,total_file_count,title,submission_type,submission_date,publication_date,project_url
PXD048362,4,17,Fomitopsis pinicola protein profiles in normoxia and anoxia using fungal solid-state cultures on pine,COMPLETE,2024-01-09,2025-09-15,https://www.ebi.ac.uk/pride/archive/projects/PXD048362
PXD048380,4,8,Activity guided profiling of yeast proteasome - protein extraction test,PARTIAL,2024-01-10,2024-02-15,https://www.ebi.ac.uk/pride/archive/projects/PXD048380
PXD048490,4,12,Disabled-2 interacting proteins in U46619-stimulated human platelet activation,COMPLETE,2024-01-12,2024-10-24,https://www.ebi.ac.uk/pride/archive/projects/PXD048490
PXD048536,4,10,The kinesin motor Kif9 regulates centriolar satellite positioning during interphase,PARTIAL,2024-01-14,2025-09-30,https://www.ebi.ac.uk/pride/archive/projects/PXD048536
PXD048558,4,6,Impact of de novo variants in the PSMC5 coding the AAA-ATPase proteasome subunit PSMC5/Rpt6 on the protein pattern of patient-derived primary T-cells in comparison to their wild-type counterparts.,PARTIAL,2024-01-15,2025-08-07,https://www.ebi.ac.uk/pride/archive/projects/PXD048558
PXD048589,4,12,Potential proteins interacted with S100A11,COMPLETE,2024-01-16,2024-01-16,https://www.ebi.ac.uk/pride/archive/projects/PXD048589
PXD048677,4,7,Mass spectrometry analysis of the kinetoplastid kinetochore protein KKT14 phosphorylated by the Aurora B kinase,PARTIAL,2024-01-18,2024-01-31,https://www.ebi.ac.uk/pride/archive/projects/PXD048677
PXD048792,4,5,"Proteomic identification of organic resideus in the bronze mous excavated from Wushan, Chongqing, China",PARTIAL,2024-01-23,2025-07-10,https://www.ebi.ac.uk/pride/archive/projects/PXD048792
PXD048809,4,17,Spatial multi-omics in skeletal muscle unravel complex myofiber architecture,PARTIAL,2024-01-23,2024-09-27,https://www.ebi.ac.uk/pride/archive/projects/PXD048809
PXD048927,4,12,Structural and functional characterization of the IgSF21-Neurexin2α complex and its related signaling pathways in the regulation of inhibitory synapse organization,COMPLETE,2024-01-26,2024-03-04,https://www.ebi.ac.uk/pride/archive/projects/PXD048927
PXD048980,4,343,- Identification of Gαi2-interacting proteins via affinity pull-down and quantitative mass-spectrometry analysis.,COMPLETE,2024-01-29,2024-09-20,https://www.ebi.ac.uk/pride/archive/projects/PXD048980
PXD049012,4,16,Phosphorylation of cytosolic hPGK1 affects protein stability and ligand binding: implications for its subcellular targeting in cancer,PARTIAL,2024-01-30,2024-09-07,https://www.ebi.ac.uk/pride/archive/projects/PXD049012
PXD049188,4,8,PAD4 controls tumor immunity via restraining the MHC-II machinery in macrophages,PARTIAL,2024-02-05,2024-05-22,https://www.ebi.ac.uk/pride/archive/projects/PXD049188
PXD049221,4,7,Human LC-MS (Ubiquitin Ligase ITCH Controls SARS-CoV-2 Virion Assembly and Egress),PARTIAL,2024-02-07,2026-02-23,https://www.ebi.ac.uk/pride/archive/projects/PXD049221
PXD049261,4,13,Proteomic investigation of treatment with medicinal mushroom supplement Agarikon Plus® alone and in combination with 5- fluorouracil in advanced colorectal cancer animal model,PARTIAL,2024-02-08,2024-10-01,https://www.ebi.ac.uk/pride/archive/projects/PXD049261
PXD049287,4,13,COFRADIC N-Terminomics approach for the identification of new type II metacaspases potential targets,PARTIAL,2024-02-08,2024-07-08,https://www.ebi.ac.uk/pride/archive/projects/PXD049287
PXD049381,4,8,Identification of phosphorylated amino acids in CgSub2 protein in Candida glabrata,PARTIAL,2024-02-14,2024-05-06,https://www.ebi.ac.uk/pride/archive/projects/PXD049381
PXD049387,4,8,"Discovery of Bavdegalutamide (ARV-110), a Novel PROteolysis TArgeting Chimera Androgen Receptor Degrader",PARTIAL,2024-02-14,2025-05-06,https://www.ebi.ac.uk/pride/archive/projects/PXD049387
PXD049443,4,6,LC-MS/MS analysis of hMPV F2 C-terminal peptides,PARTIAL,2024-02-17,2024-07-25,https://www.ebi.ac.uk/pride/archive/projects/PXD049443
PXD049473,4,6,An outer membrane porin-lipoprotein complex modulates elongasome movement to establish cell curvature in Rhodospirillum rubrum,PARTIAL,2024-02-19,2024-07-17,https://www.ebi.ac.uk/pride/archive/projects/PXD049473
PXD049688,4,9,urinary glycopeptide profile differentiates early cardiorenal risk in subjects not meeting criteria for chronic kidney disease,PARTIAL,2024-02-19,2025-06-01,https://www.ebi.ac.uk/pride/archive/projects/PXD049688
PXD049693,4,12,Targeted protein editing with an antibody-based system,PARTIAL,2024-02-19,2025-09-08,https://www.ebi.ac.uk/pride/archive/projects/PXD049693
PXD049793,4,9,Identification of interacting partners of Ppg1 phosphatase,PARTIAL,2024-02-20,2024-02-29,https://www.ebi.ac.uk/pride/archive/projects/PXD049793
PXD049983,4,5,Human hepatic micropeptide LC-MS/MS,PARTIAL,2024-02-21,2025-08-16,https://www.ebi.ac.uk/pride/archive/projects/PXD049983
PXD049999,4,18,Integrated cellular response of the zebrafish (Danio rerio) heart in response to temperature change,PARTIAL,2024-02-21,2024-10-15,https://www.ebi.ac.uk/pride/archive/projects/PXD049999
PXD050132,4,21,Data-Independent Acquisition Represents a Promising Alternative for Fast Photochemical Oxidation of Proteins (FPOP) Samples Analysis,COMPLETE,2024-02-26,2024-07-08,https://www.ebi.ac.uk/pride/archive/projects/PXD050132
PXD050139,4,6,Implications of O-glycan modifications in the hinge region of a plant-produced SARS-CoV-2-IgA antibody on functionality,PARTIAL,2024-02-26,2024-02-27,https://www.ebi.ac.uk/pride/archive/projects/PXD050139
PXD050191,4,8,Analysis of ZNF827 Halotag pulldown for a manuscript titled   ‘ZNF827 is a single-stranded DNA binding protein that regulates the ATR-CHK1 DNA damage response pathway’,PARTIAL,2024-02-27,2024-06-23,https://www.ebi.ac.uk/pride/archive/projects/PXD050191
PXD050199,4,88,Human and Mouse Urinary Catheter Proteins,COMPLETE,2024-02-27,2024-03-12,https://www.ebi.ac.uk/pride/archive/projects/PXD050199
PXD050209,4,7,Interactome Analysis of EZH2 Protein in Control and GSNO exposed Human Umbilical Vein Endothelial Cells,PARTIAL,2024-02-28,2025-03-13,https://www.ebi.ac.uk/pride/archive/projects/PXD050209
PXD050224,4,6,Targeted degradation of extracellular mitochondrial aspartyl-tRNA synthetase modulates immune responses in bacterial pneumonia,PARTIAL,2024-02-28,2024-08-10,https://www.ebi.ac.uk/pride/archive/projects/PXD050224
PXD050366,4,10,Glycoproteomics of recombinant Measles Virus F from Drosophila S2 cells,PARTIAL,2024-03-05,2025-01-02,https://www.ebi.ac.uk/pride/archive/projects/PXD050366
PXD050367,4,10,Complete list of canonical post-transcriptional modifications in Bacillus subtilis ribosome.,PARTIAL,2024-03-05,2024-08-06,https://www.ebi.ac.uk/pride/archive/projects/PXD050367
PXD050370,4,12,"Decontamination enhances palaeoproteomic analysis of a Pleistocene hominin tooth from Khudji, Tajikistan",COMPLETE,2024-03-05,2025-04-24,https://www.ebi.ac.uk/pride/archive/projects/PXD050370
PXD050371,4,9,Profile the composition of reconstituted nuclear speckles,PARTIAL,2024-03-05,2024-11-25,https://www.ebi.ac.uk/pride/archive/projects/PXD050371
PXD050408,4,6,Klebsiella pneumoniae peptide hijacks a Streptococcus pneumoniae permease to subvert pneumococcal growth and colonization,PARTIAL,2024-03-06,2024-04-08,https://www.ebi.ac.uk/pride/archive/projects/PXD050408
PXD050424,4,13,Understanding with environmental proteomics the underlying processes triggered by ornamental lighting on phototrophic biofilms growing on stone-built heritage.,PARTIAL,2024-03-06,2025-05-13,https://www.ebi.ac.uk/pride/archive/projects/PXD050424
PXD050439,4,6,HCMV ER-I G4 binding protein LC-MS/MS,PARTIAL,2024-03-07,2024-08-30,https://www.ebi.ac.uk/pride/archive/projects/PXD050439
PXD050443,4,9,"Arabidopsis and Spirodela Histone PTMs (In case it fits better, the title of the paper will be: “Investigating the transposon silencing landscape of the aquatic monocot Spirodela polyrhiza during clonal growth unveils atypical epigenetic and small RNA patterns”)",PARTIAL,2024-03-07,2025-02-07,https://www.ebi.ac.uk/pride/archive/projects/PXD050443
PXD050471,4,28,Aeromonas spp MTB Infection May Causally Link to Ulcerative Colitis,PARTIAL,2024-03-08,2026-03-17,https://www.ebi.ac.uk/pride/archive/projects/PXD050471
PXD050556,4,9,"The SETD3 interacting protein was identified and screened by TurboID method, and Search for potential histidine methylation modification sites",PARTIAL,2024-03-12,2024-04-16,https://www.ebi.ac.uk/pride/archive/projects/PXD050556
PXD050601,4,16,Regulation by the RNA-binding protein Unkempt at its effector interface,COMPLETE,2024-03-13,2024-04-11,https://www.ebi.ac.uk/pride/archive/projects/PXD050601
PXD050619,4,6,KiP analysis of ER+ Breast Cancer,PARTIAL,2024-03-14,2025-05-13,https://www.ebi.ac.uk/pride/archive/projects/PXD050619
PXD050634,4,7,ONECUT2 acts a lineage plasticity driver,PARTIAL,2024-03-15,2024-08-10,https://www.ebi.ac.uk/pride/archive/projects/PXD050634
PXD050696,4,7,Mouse Exercise & Sedentary Extracellular Vesicles,PARTIAL,2024-03-18,2025-01-06,https://www.ebi.ac.uk/pride/archive/projects/PXD050696
PXD050718,4,13,A Novel Mechanism Mediated by Allosteric Disulfide Bonds Fine-Tunes Thrombus Formation,PARTIAL,2024-03-18,2024-04-11,https://www.ebi.ac.uk/pride/archive/projects/PXD050718
PXD050769,4,8,FLAG-BMAL1 Immunoprecipitation followed by LC MS/MS in mESCs,PARTIAL,2024-03-19,2025-08-16,https://www.ebi.ac.uk/pride/archive/projects/PXD050769
PXD050869,4,7,Functional connexion of bacterioferritin in antibiotic production and morphological differentiation in Streptomyces coelicolor,COMPLETE,2024-03-21,2024-09-09,https://www.ebi.ac.uk/pride/archive/projects/PXD050869
PXD050937,4,9,Fission yeast Caprin protein is required for efficient heterochromatin establishment.,PARTIAL,2024-03-24,2025-02-14,https://www.ebi.ac.uk/pride/archive/projects/PXD050937
PXD050948,4,5,Pulldown of P180/RRBP1 interacting protein,PARTIAL,2024-03-25,2024-10-14,https://www.ebi.ac.uk/pride/archive/projects/PXD050948
PXD051084,4,6,Identification of E2f1 interactors during early embryonic development in Xenopus tropicalis,PARTIAL,2024-03-29,2025-12-01,https://www.ebi.ac.uk/pride/archive/projects/PXD051084
PXD051090,4,17,Human mitochondrial TACO1-FLAG SILAC AP-MS,COMPLETE,2024-03-29,2024-09-06,https://www.ebi.ac.uk/pride/archive/projects/PXD051090
PXD051186,4,15,Ca. Thiodiazotropha symbionts of the deep-sea lucinid clam Lucinoma kazani are metabolically versatile.,PARTIAL,2024-04-03,2025-05-25,https://www.ebi.ac.uk/pride/archive/projects/PXD051186
PXD051211,4,6,R-protein composition of budding yeast PTC deficient  80S ribosomes,PARTIAL,2024-04-05,2024-06-23,https://www.ebi.ac.uk/pride/archive/projects/PXD051211
PXD051224,4,16,Copper(I)-Nitrene Platform for Chemoproteomics Profiling of Methionine,PARTIAL,2024-04-05,2024-04-24,https://www.ebi.ac.uk/pride/archive/projects/PXD051224
PXD051316,4,9,HDAC4 interactors identified by MS/MS,COMPLETE,2024-04-09,2024-10-17,https://www.ebi.ac.uk/pride/archive/projects/PXD051316
PXD051338,4,14,Peptide mass fingerprinting to investigate if histidine was incorporated as residue 136 in DHFR variants,COMPLETE,2024-04-10,2024-10-29,https://www.ebi.ac.uk/pride/archive/projects/PXD051338
PXD051371,4,9,NLRC5 IP-MS in  neonatal mouse cardiomyocyte lysates,PARTIAL,2024-04-11,2025-05-06,https://www.ebi.ac.uk/pride/archive/projects/PXD051371
PXD051379,4,6,Dysregulation of N-glycosylation by RPN1 knockout in spermatocytes induces male infertility via impaired mitochondrial function in mice,PARTIAL,2024-04-12,2025-05-06,https://www.ebi.ac.uk/pride/archive/projects/PXD051379
PXD051446,4,5,Identification of ASB1 interacting proteins by LC-MS/MS,PARTIAL,2024-04-15,2025-05-06,https://www.ebi.ac.uk/pride/archive/projects/PXD051446
PXD051448,4,8,Analysis of proteins interacting with GPX4,PARTIAL,2024-04-15,2024-12-19,https://www.ebi.ac.uk/pride/archive/projects/PXD051448
PXD051484,4,5,Global lysine succinylation analysis unveils post-translational regulation effect on phenylpropanoids metabolism remodeling during Lonicera japonica flowering development,PARTIAL,2024-04-16,2024-05-23,https://www.ebi.ac.uk/pride/archive/projects/PXD051484
PXD051495,4,12,Cytokinetic Abscission in Toxoplasma gondii is governed by Protein Phosphatase 2A and the Daughter Cell Scaffold Complex,PARTIAL,2024-04-16,2024-06-13,https://www.ebi.ac.uk/pride/archive/projects/PXD051495
PXD051583,4,8,Signal peptide-independent secretion of keratin-19 by pancreatic cancer cells,PARTIAL,2024-04-19,2025-06-16,https://www.ebi.ac.uk/pride/archive/projects/PXD051583
PXD051688,4,7,Synthetic Methylotrophic E. coli proteomics,COMPLETE,2024-04-24,2024-04-24,https://www.ebi.ac.uk/pride/archive/projects/PXD051688
PXD051772,4,25,Identification of DX2 ubiquitination site,PARTIAL,2024-04-26,2024-05-30,https://www.ebi.ac.uk/pride/archive/projects/PXD051772
PXD051835,4,28,In vivo proteolytic profiling of the type I and type II metacaspases in Chlamydomonas reinhardtii exposed to salt stress,COMPLETE,2024-04-29,2024-06-11,https://www.ebi.ac.uk/pride/archive/projects/PXD051835
PXD051885,4,5,HERD-1 Flag IP mass data in C.elegans,PARTIAL,2024-04-30,2024-07-14,https://www.ebi.ac.uk/pride/archive/projects/PXD051885
PXD051962,4,9,E. coli acquires specific resistance to the antimicrobial peptide TAT-RasGAP (317-326) via modification of charge at the surface of the essential outer membrane insertase BamA,PARTIAL,2024-05-03,2024-12-02,https://www.ebi.ac.uk/pride/archive/projects/PXD051962
PXD051981,4,9,KDR-dependent tyrosine phosphorylation in HTLV-1 transformed cells,PARTIAL,2024-05-04,2024-06-14,https://www.ebi.ac.uk/pride/archive/projects/PXD051981
PXD052150,4,8,Chaperonic function of a C/D snoRNA dictates the structure and function of translating ribosomes,PARTIAL,2024-05-09,2026-06-02,https://www.ebi.ac.uk/pride/archive/projects/PXD052150
PXD052165,4,8,Deamidation sites of G6PD and PHGDH catalyzed by CAD,PARTIAL,2024-05-10,2026-02-03,https://www.ebi.ac.uk/pride/archive/projects/PXD052165
PXD052287,4,6,The RNA binding protein IGF2BP2/IMP2 alters the cargo of cancer cell-derived extracellular vesicles supporting tumor-associated macrophages,PARTIAL,2024-05-16,2024-10-11,https://www.ebi.ac.uk/pride/archive/projects/PXD052287
PXD052291,4,6,Exosome from apoptotic dental stem cells,PARTIAL,2024-05-16,2025-05-07,https://www.ebi.ac.uk/pride/archive/projects/PXD052291
PXD052333,4,10,A deep learning-driven discovery of berberine derivatives as novel antibacterial against multidrug-resistant Helicobacter pylori through targeting outer membrane protein transport and assembling,PARTIAL,2024-05-17,2024-07-03,https://www.ebi.ac.uk/pride/archive/projects/PXD052333
PXD052459,4,5,Bacillus subtilis wild type and codY-null strain ,PARTIAL,2024-05-22,2025-11-10,https://www.ebi.ac.uk/pride/archive/projects/PXD052459
PXD052470,4,5,TMT-Based quantitative proteomics reveals the genetic mechanisms of secondary hair follicle development in the fine wool sheep foetus,PARTIAL,2024-05-22,2025-05-07,https://www.ebi.ac.uk/pride/archive/projects/PXD052470
PXD052497,4,8,Identification of ASC-interacting proteins,PARTIAL,2024-05-23,2024-05-29,https://www.ebi.ac.uk/pride/archive/projects/PXD052497
PXD052543,4,5,Chicken embryonic stem cell/primordial germ cell LC-MSMS,PARTIAL,2024-05-24,2025-09-07,https://www.ebi.ac.uk/pride/archive/projects/PXD052543
PXD052566,4,13,PC4-IP complex in Huh7 cells during G1 and G2 phases,PARTIAL,2024-05-26,2025-01-31,https://www.ebi.ac.uk/pride/archive/projects/PXD052566
PXD052618,4,8,Chlamydomonas reinhardtii photosystem II repair factors identification,PARTIAL,2024-05-28,2024-06-01,https://www.ebi.ac.uk/pride/archive/projects/PXD052618
PXD052669,4,13,Centromere protection requires strict mitotic inactivation of the Bloom syndrome helicase complex,COMPLETE,2024-05-29,2025-08-12,https://www.ebi.ac.uk/pride/archive/projects/PXD052669
PXD052771,4,5,Bladder cancer tissue-derived exosomes LC-MSMS,PARTIAL,2024-06-01,2025-05-07,https://www.ebi.ac.uk/pride/archive/projects/PXD052771
PXD052800,4,6,And-1 is required for NER repair and promotes skin carcinogenesis,PARTIAL,2024-06-03,2025-08-21,https://www.ebi.ac.uk/pride/archive/projects/PXD052800
PXD052827,4,5,HUVEC Palmitoylation modification analysis,PARTIAL,2024-06-04,2025-05-07,https://www.ebi.ac.uk/pride/archive/projects/PXD052827
PXD052872,4,22,Discovery metaproteomics of microbiome from Petroleum Seepage in the deep-sea,PARTIAL,2024-06-05,2025-02-27,https://www.ebi.ac.uk/pride/archive/projects/PXD052872
PXD052932,4,29,A Labrador PeptideAtlas - resource for proteomics research in dogs,PARTIAL,2024-06-07,2025-12-16,https://www.ebi.ac.uk/pride/archive/projects/PXD052932
PXD052939,4,6,Structural mechanism of γ-carboxylation coupled to vitamin K epoxidation at membrane interface,PARTIAL,2024-06-08,2025-12-22,https://www.ebi.ac.uk/pride/archive/projects/PXD052939
PXD052972,4,15,An optimized and robust workflow for quantifying the canonical histone ubiquitination marks H2AK119ub and H2BK120ub by LC-MS/MS,COMPLETE,2024-06-10,2024-10-16,https://www.ebi.ac.uk/pride/archive/projects/PXD052972
PXD053108,4,30,Alterations of Ceramide Synthesis Induce PD-L1 Internalization and Signaling to Regulate Tumor Metastasis and Immunotherapy Response,COMPLETE,2024-06-14,2025-05-07,https://www.ebi.ac.uk/pride/archive/projects/PXD053108
PXD053181,4,7,Smoking carcinogen induced inflammation promotes lung carcinogenesis via IRAK4 activation,PARTIAL,2024-06-18,2024-10-23,https://www.ebi.ac.uk/pride/archive/projects/PXD053181
PXD053195,4,5,the quantitative proteome of B. subtilis strain 168 and its RapP-overexpressing strain,PARTIAL,2024-06-18,2024-11-02,https://www.ebi.ac.uk/pride/archive/projects/PXD053195
PXD053251,4,6,Trypanosomal Pam18/Pam16 and maxicircle replication – MaRF11 SILAC RNAi,PARTIAL,2024-06-20,2024-07-20,https://www.ebi.ac.uk/pride/archive/projects/PXD053251
PXD053254,4,37,Identification of Isoaspartate in neuropeptides,COMPLETE,2024-06-20,2025-03-06,https://www.ebi.ac.uk/pride/archive/projects/PXD053254
PXD053379,4,7,MORC2 phosphorylation fine tunes its DNA compaction activity,PARTIAL,2024-06-25,2025-07-14,https://www.ebi.ac.uk/pride/archive/projects/PXD053379
PXD053413,4,8,"Bacillus thuringiensis Cry5, Cry21, App6 and Xpp55 proteins to control the plant pest nematodes Meloidogyne javanica and M. incognita",PARTIAL,2024-06-26,2025-05-07,https://www.ebi.ac.uk/pride/archive/projects/PXD053413
PXD053456,4,38,Mapping the interaction surface between CaVβ and actin and its role in calcium channel clearance ,PARTIAL,2024-06-27,2025-04-09,https://www.ebi.ac.uk/pride/archive/projects/PXD053456
PXD053507,4,5,Human HepG2 cell isonicotinylation proteomic,PARTIAL,2024-06-29,2024-08-08,https://www.ebi.ac.uk/pride/archive/projects/PXD053507
PXD053619,4,13,Molecular insights into THUMPD2-mediated m2G methylation of the U6 snRNA,PARTIAL,2024-07-03,2026-05-24,https://www.ebi.ac.uk/pride/archive/projects/PXD053619
PXD053641,4,5,APP and β-amyloid modulate protein aggregation and dissociation from recycling endosomal and exosomal membranes,PARTIAL,2024-07-04,2025-07-10,https://www.ebi.ac.uk/pride/archive/projects/PXD053641
PXD053708,4,6,shell matrix protein of estuarine oyster (Crassostrea ariakensis) and Pacific oyster (Crassostrea gigas),PARTIAL,2024-07-06,2026-03-29,https://www.ebi.ac.uk/pride/archive/projects/PXD053708
PXD053795,4,8,Identification of proteins that interact YAP TAD or MED15 through BioID,PARTIAL,2024-07-09,2025-04-02,https://www.ebi.ac.uk/pride/archive/projects/PXD053795
PXD053799,4,5,Control Of Major Bleeding After Trauma (COMBAT) Clinical Research Trial,PARTIAL,2024-07-09,2025-08-25,https://www.ebi.ac.uk/pride/archive/projects/PXD053799
PXD053899,4,9,Proteome of hemolymph in Haemaphysalis flava,PARTIAL,2024-07-12,2024-08-09,https://www.ebi.ac.uk/pride/archive/projects/PXD053899
PXD053933,4,7,Mass spectrometry analysis of in vitro PLK1 phosphorylation,PARTIAL,2024-07-13,2024-11-01,https://www.ebi.ac.uk/pride/archive/projects/PXD053933
PXD054035,4,96,H/ACA snR30 snoRNP guides independent 18S rRNA subdomain formation – Dataset 4,COMPLETE,2024-07-18,2025-05-22,https://www.ebi.ac.uk/pride/archive/projects/PXD054035
PXD054299,4,6,The 19S RP-associated deubiquitylation downstream of AP-3β disassembles heat-induced stress granules in plants,PARTIAL,2024-07-28,2025-01-24,https://www.ebi.ac.uk/pride/archive/projects/PXD054299
PXD054304,4,43,"RAPIDASH: Tag-free enrichment of ribosome-associated proteins reveals compositional dynamics in embryonic tissues, cancer cells, and macrophages - TMT MS RAPIDASH of E12.5 mouse limbs, forebrain, and liver",COMPLETE,2024-07-28,2024-09-12,https://www.ebi.ac.uk/pride/archive/projects/PXD054304
PXD054307,4,6,Targeted inhibition of NRF2 reduces the invasive and metastatic ability of HIP1 depleted lung cancer cells.,PARTIAL,2024-07-28,2024-10-17,https://www.ebi.ac.uk/pride/archive/projects/PXD054307
PXD054463,4,8,Streptococcus pneumoniae membrane proteomics of WT and scRNA mutants,PARTIAL,2024-08-01,2024-08-19,https://www.ebi.ac.uk/pride/archive/projects/PXD054463
PXD054475,4,10,PNET1 is an on-demand component of the nuclear pore complex gating cell proliferation rates,COMPLETE,2024-08-01,2025-03-10,https://www.ebi.ac.uk/pride/archive/projects/PXD054475
PXD054498,4,19,Multiple classes of antigen contribute to the antigenic landscape of mesothelioma,COMPLETE,2024-08-01,2025-05-07,https://www.ebi.ac.uk/pride/archive/projects/PXD054498
PXD054662,4,5,PtCaf1 interacted proteins in EV and PtGTSF1 KD of Paramecium tetraurelia,PARTIAL,2024-08-07,2025-05-07,https://www.ebi.ac.uk/pride/archive/projects/PXD054662
PXD054683,4,13,"Functional properties of Candida albicans extracellular vesicles released in the presence of the antifungal drugs amphotericin B, fluconazole and caspofungin",PARTIAL,2024-08-07,2025-06-06,https://www.ebi.ac.uk/pride/archive/projects/PXD054683
PXD054703,4,18,Identification of a FimA protein in a crude lysate SDS-PAGE gel of a P. gingivalis heme-uptake mutant,COMPLETE,2024-08-08,2024-12-28,https://www.ebi.ac.uk/pride/archive/projects/PXD054703
PXD054718,4,18,Glycoprofile Comparison of SARS-CoV-2 Spike Proteins Expressed in CHO and HEK Cell Lines,PARTIAL,2024-08-08,2025-09-15,https://www.ebi.ac.uk/pride/archive/projects/PXD054718
PXD054780,4,6,A Comprehensive Interrogation of Mirror-Image L-RNA-Protein Interactome Reveals Key Mechanisms of L-RNA Cytotoxicity,PARTIAL,2024-08-11,2025-03-13,https://www.ebi.ac.uk/pride/archive/projects/PXD054780
PXD054858,4,9,MS-based proteomic characterization of pacmanvirus lostcity virions,COMPLETE,2024-08-14,2025-05-07,https://www.ebi.ac.uk/pride/archive/projects/PXD054858
PXD054896,4,15,Insights into the regulation of CHIP E3 ligase-mediated ubiquitination of neuronal protein BNIP-H,PARTIAL,2024-08-14,2025-05-07,https://www.ebi.ac.uk/pride/archive/projects/PXD054896
PXD054937,4,8,Proteome of renal tubuli and serum differentiate pre-existing type 2 diabetes and post-transplant diabetes in kidney transplant recipients,PARTIAL,2024-08-15,2025-05-25,https://www.ebi.ac.uk/pride/archive/projects/PXD054937
PXD054965,4,8,Human airway - Normal and CCDC39,PARTIAL,2024-08-16,2025-08-03,https://www.ebi.ac.uk/pride/archive/projects/PXD054965
PXD054967,4,15,DMXL1 interaction proteomics from U2OS cells,COMPLETE,2024-08-16,2025-04-22,https://www.ebi.ac.uk/pride/archive/projects/PXD054967
PXD055045,4,10,Glycoprotein 2(GP2) glycosylation,PARTIAL,2024-08-22,2025-05-23,https://www.ebi.ac.uk/pride/archive/projects/PXD055045
PXD055116,4,6,Mapping active serine hydrolases during infection in fly models,PARTIAL,2024-08-23,2025-06-24,https://www.ebi.ac.uk/pride/archive/projects/PXD055116
PXD055175,4,8,Elucidating the Roles of MCM7 and SHCBP1 in Liver Fibrosis through LC-MS Analysis,PARTIAL,2024-08-25,2025-08-09,https://www.ebi.ac.uk/pride/archive/projects/PXD055175
PXD055266,4,11,Characterisation of CASQ2 knockout cardiac organoid model,PARTIAL,2024-08-27,2025-04-16,https://www.ebi.ac.uk/pride/archive/projects/PXD055266
PXD055267,4,12,Phosphorylation site mapping on purified mGluR8/arrestin complexes,COMPLETE,2024-08-28,2026-08-22,https://www.ebi.ac.uk/pride/archive/projects/PXD055267
PXD055376,4,8,Nucleus-Translocated GCLM Promotes Chemoresistance in Colorectal Cancer through a Moonlighting Function,PARTIAL,2024-08-30,2024-11-15,https://www.ebi.ac.uk/pride/archive/projects/PXD055376
PXD055377,4,6,Comparative analysis of intra- and extracellular vesicles from cytotoxic CD8+ αβ T cells and γδ T cells,PARTIAL,2024-08-30,2025-05-07,https://www.ebi.ac.uk/pride/archive/projects/PXD055377
PXD055389,4,6,Identification of the CFAP65 interactome from mouse testis,PARTIAL,2024-08-30,2025-05-07,https://www.ebi.ac.uk/pride/archive/projects/PXD055389
PXD055584,4,7,"The Dominant Role of Polyadenylation in Regulating Maternal mRNA Dynamics in Dormant Oocytes and the Function of ZAR1 in this Process, IP-MS",PARTIAL,2024-09-05,2025-03-11,https://www.ebi.ac.uk/pride/archive/projects/PXD055584
PXD055593,4,13,Unwrapping the ciliary coat: high-resolution structure and function of the ciliary glycocalyx in Chlamydomonas,PARTIAL,2024-09-05,2025-04-29,https://www.ebi.ac.uk/pride/archive/projects/PXD055593
PXD055599,4,20,Acacia Root and Nodule Proteomics,PARTIAL,2024-09-05,2024-10-09,https://www.ebi.ac.uk/pride/archive/projects/PXD055599
PXD055627,4,8,Two redox-responsive LysR-type transcription factors in the phytopathogen Agrobacterium tumefaciens,PARTIAL,2024-09-06,2025-04-28,https://www.ebi.ac.uk/pride/archive/projects/PXD055627
PXD055741,4,6,"SChLAP1 pulldown, Hargrove Lab Duke University",PARTIAL,2024-09-09,2025-09-07,https://www.ebi.ac.uk/pride/archive/projects/PXD055741
PXD055766,4,9,High level resistance to the antimicrobial peptide TAT-RasGAP (317-326) results from sequential acquisition of mutations influencing the Escherichia coli cell envelope biogenesis and composition,PARTIAL,2024-09-10,2024-12-02,https://www.ebi.ac.uk/pride/archive/projects/PXD055766
PXD055828,4,7,Engineering platelets as targeted protein degraders,PARTIAL,2024-09-12,2025-12-08,https://www.ebi.ac.uk/pride/archive/projects/PXD055828
PXD055869,4,6,Establishment of Salivary Tissue-Organoid Biorepository,PARTIAL,2024-09-15,2025-05-25,https://www.ebi.ac.uk/pride/archive/projects/PXD055869
PXD055895,4,16,"An AT-hook transcription factor promotes transcription of histone, spliced-leader, and piRNA clusters",COMPLETE,2024-09-16,2025-01-29,https://www.ebi.ac.uk/pride/archive/projects/PXD055895
PXD055969,4,5,The influence of amniotic membrane proteins delivered directly or through hydrogel platforms on corneal regeneration,PARTIAL,2024-09-18,2025-02-11,https://www.ebi.ac.uk/pride/archive/projects/PXD055969
PXD056006,4,7,Brucella suis S2 strain inhibits IRE1/Caspase-12/Caspase-3 pathway-mediated apoptosis of microglia HMC3 by affecting the ubiquitination of CALR,PARTIAL,2024-09-19,2025-02-20,https://www.ebi.ac.uk/pride/archive/projects/PXD056006
PXD056024,4,10,Metalloproteome factory: from crude extract to identification of metalloproteins via 3-dimensional HPLC-ICP-sfMS,PARTIAL,2024-09-19,2025-08-25,https://www.ebi.ac.uk/pride/archive/projects/PXD056024
PXD056026,4,6,Cellline-derived Extracelluar Vesicles Proteomics,PARTIAL,2024-09-19,2024-09-24,https://www.ebi.ac.uk/pride/archive/projects/PXD056026
